EQUIP_ID,YEAR,MAKE,MODEL,DESCRIPTION,DEPT,SALE_PRICE,SALE_DATE,SOLD_BY,VIN,Equipment Type
45673,2004,AMERICAN TRUCK BODIES,TRIPLE AXLE PUP DUMP,TRAILER - PUP DUMP,SDOT,"13,122.00",02/03/2016,BIDADOO ONLINE AUCTION,1ATCS54335L189059,TRAILER
79989,2007,FORD,CROWN VICTORIA,PATROL CAR,SPD,"1,625.00",10/21/2016,MURPHYS AUCTION,2FAHP71W37X141799,SEDAN - PATROL
73732,2007,FORD,E350,CARGO VAN - ELECTRICIAN,FAS,"13,601.00",01/25/2018,BIDADOO ONLINE AUCTION,1FTSE34L27DB20837,VAN
38204,2003,OLYMPIC,OM10-2E,TRAILER - 50000 LB GVWR,DPR,"20,100.00",12/27/2018,MURPHYS AUCTION,1C9TF36323T879366,TRAILER
80480,2008,CHEVROLET,IMPALA,MIDSIZE SEDAN,SPD,"2,801.00",04/12/2017,BIDADOO ONLINE AUCTION,2G1WS583481274357,SEDAN - MED
30993,2010,SEGWAY,I2,PERSONAL MOBILITY DEVICE ELECTRIC,FAS,"2,025.00",03/30/2016,BIDADOO ONLINE AUCTION,102211058867,PERSONAL MOBILITY DEVICE - ELE
31832,2013,INTERNATIONAL,4300,SWEEPER - SCHWARZE M6000 MECHANICAL,SDOT,0.00,12/05/2019,OTHER SURPLUS METHOD,1HTJTSKN6DJ146289,SWEEPER - STREET
68160,2006,JOHN DEERE,410G,BACKHOE LOADER - 18600 LB - BREAKER 4X4,SPU,"30,200.99",03/08/2016,BIDADOO ONLINE AUCTION,T0410GX953556,LOADER - BACKHOE
31595,2011,FORD,CROWN VICTORIA,PATROL CAR,SPD,"1,625.00",03/06/2019,BIDADOO ONLINE AUCTION,2FABP7BV5BX176476,SEDAN - PATROL
74626,2007,CHEVROLET,COLORADO,COMPACT PICKUP,SPU,"5,805.00",06/20/2018,BIDADOO ONLINE AUCTION,1GCDT19E978171483,TRUCK - LIGHT
73125,2007,CHEVROLET,EXPRESS,CARGO VAN,SPD,"10,595.00",05/14/2018,BIDADOO ONLINE AUCTION,1GNHG35U571186061,VAN
15723,2001,PETERBILT,320,TRUCK - EDUCTOR - VACTOR,SPU,"50,300.00",02/12/2016,BIDADOO ONLINE AUCTION,1NPZLT0X52D713641,TRUCK - HEAVY
80475,2008,CHEVROLET,IMPALA,MIDSIZE SEDAN,SPD,"3,090.00",06/27/2019,BIDADOO ONLINE AUCTION,2G1WS583981276797,SEDAN - MED
73996,2007,FORD,RANGER,COMPACT PICKUP,DPR,"7,650.00",03/03/2017,BIDADOO ONLINE AUCTION,1FTZR44U27PA12136,TRUCK - LIGHT
3147,1986,GMC,UNKNOWN,CUTAWAY VAN,SPD,902.00,03/13/2017,MURPHYS AUCTION,2GDGG31M4G4509840,VAN
3024,1988,GMC,P30,WALKIN VAN - CLASS 4,SPD,"4,850.00",07/02/2019,MURPHYS AUCTION,1GDJP32K3K3501011,VAN - WALKIN
80478,2008,CHEVROLET,IMPALA,MIDSIZE SEDAN,SPD,"3,250.00",11/14/2019,MURPHYS AUCTION,2G1WS583181281587,SEDAN - MED
31769,2011,FORD,CROWN VICTORIA,PATROL CAR,SPD,510.00,12/13/2018,BIDADOO ONLINE AUCTION,2FABP7BV5BX176512,SEDAN - PATROL
89214,2008,TOYOTA,HIGHLANDER,MIDSIZE SUV - HYBRID,SPD,"5,100.00",07/14/2020,MURPHYS AUCTION,JTEEW44AX82023828,SUV - MED - HYBRID
76508,2007,PETERBILT,378,TRUCK - DUMP - CLASS 8,SPU,"64,700.01",08/23/2018,BIDADOO ONLINE AUCTION,1NPFLUEX57D660321,TRUCK - DUMP TRUCK
76509,2007,PETERBILT,378,TRUCK - DUMP - CLASS 8,SPU,"30,000.00",08/09/2018,MURPHYS AUCTION,1NPFLUEX77D660322,TRUCK - DUMP TRUCK
31814,2012,FORD,ESCAPE,SUV COMPACT 4X4,DPR,"6,562.87",01/25/2019,BIDADOO ONLINE AUCTION,1FMCU9C78CKB33608,SUV - SML
31989,2009,JOHN DEERE,855D,NONE,DPR,"10,400.00",02/01/2017,BIDADOO ONLINE AUCTION,1M0855DELCM041130,UTILITY VEHICLE
3193,1991,CHEVROLET,MOBILE PRECINCT,MOBILE PRECINT,SPD,"13,800.00",02/16/2016,BIDADOO ONLINE AUCTION,1GBJ6T1E0LV111688,COMMAND CENTER - POLICE
3194,1991,CHEVROLET,MOBILE PRECINCT,MOBILE PRECINCT,SPD,"15,900.00",03/01/2016,BIDADOO ONLINE AUCTION,1GBJ6T1E2LV111689,COMMAND CENTER - POLICE
15953,2001,TRAILMAX,TD-54-T,TRAILER - TILT DECK - 54480 LB GVWR,DPR,"19,901.00",02/01/2017,BIDADOO ONLINE AUCTION,1G9KS37381A065393,TRAILER
31942,2012,CHEVROLET,COLORADO,PICKUP COMPACT 4X4 EXTENDED CAB,SPU,"8,400.00",09/04/2018,BIDADOO ONLINE AUCTION,1GCJTBFE2C8160526,TRUCK - LIGHT
84660,2008,FORD,F250,PICKUP - 4X4,SPU,"6,550.00",03/13/2020,MURPHYS AUCTION,1FTSX21508ED13333,TRUCK - LIGHT
89196,2008,FORD,CROWN VICTORIA,PATROL CAR - TRAFFIC,SPD,"2,475.00",03/01/2016,BIDADOO ONLINE AUCTION,2FAHP71V38X153167,SEDAN - PATROL
63773,2006,CHEVROLET,SUBURBAN K1500/K15906,SUV FULLSIZE - 4X4,SFD,"6,350.00",04/26/2016,MURPHYS AUCTION,1GNFK16Z76J125622,SUV - LRG
89195,2008,FORD,CROWN VICTORIA,FULLSIZE SEDAN,SPD,"2,005.00",03/13/2017,MURPHYS AUCTION,2FAHP71V18X173109,SEDAN - PATROL
93467,2009,FORD,ESCAPE HYBRID,COMPACT SUV - HYBRID,SDOT,"6,325.00",11/20/2019,BIDADOO ONLINE AUCTION,1FMCU493X9KC65320,SUV - SML - HYBRID
82450,2002,FORD,E450,AIRPORTER VAN - WHEELCHAIR LIFT,DPR,"4,888.88",02/25/2016,BIDADOO ONLINE AUCTION,1FDXE45F02HB21034,VAN
95711,2009,PETERBILT,320,TRUCK - EDUCTOR - VAC CON,SPU,"51,000.00",08/09/2018,MURPHYS AUCTION,3BPZLU0XX9F719127,TRUCK - EDUCTOR
16406,2001,GMC,T8500,TRUCK - SERVICE BODY - CLASS 8,SPU,"15,200.00",01/14/2016,BIDADOO ONLINE AUCTION,1GDP7C1C71J510115,TRUCK - HEAVY
16409,2001,GMC,T8500,TRUCK - SERVICE BODY - CLASS 8,SPU,"11,411.11",11/02/2018,BIDADOO ONLINE AUCTION,1GDP7C1C81J511130,TRUCK - HEAVY
78134,2007,JOHN DEERE,5425,TRACTOR,DPR,"25,071.00",11/08/2018,BIDADOO ONLINE AUCTION,LV5425R344618,TRACTOR
17221,2001,CATERPILLAR,CB-224D,ROLLER - 3 TON DOUBLE DRUM,SDOT,"13,500.00",05/02/2019,BIDADOO ONLINE AUCTION,8RZ01015,ROLLER
17223,2001,CATERPILLAR,CB-224D,ROLLER - 3 TON DOUBLE DRUM,SDOT,"10,600.00",03/06/2019,MURPHYS AUCTION,8RZ01016,ROLLER
17224,2001,CATERPILLAR,CB-224D,ROLLER - 3 TON DOUBLE DRUM,SDOT,"10,350.00",05/02/2019,BIDADOO ONLINE AUCTION,8RZ01011,ROLLER
5300,1991,PETERBILT,UNKNOWN,TRUCK - HAZMAT UNIT,SFD,"14,050.00",06/11/2019,BIDADOO ONLINE AUCTION,1XPZH78X4MD705777,TRUCK - HAZMAT UNIT
86617,2008,KOBELCO,ED150,EXCAVATOR - 18 TON DOZER BLADE,SPU,"50,000.00",06/21/2019,MURPHYS AUCTION,YL0500990,EXCAVATOR
83647,2008,FORD,F450,PICKUP - SERVICE BODY - CLASS 4,SDOT,"9,301.00",11/20/2019,BIDADOO ONLINE AUCTION,1FDXX46RX8ED86721,TRUCK - HEAVY
88308,2008,GO-4,INTERCEPTOR III,PEO SCOOTER,SPD,"3,300.00",09/03/2019,MURPHYS AUCTION,2W9MPH6198S044605,SCOOTER
6451,2001,FORD,G/EX BUS,BUS - 16 PASSENGER,SPD,"2,600.00",05/08/2017,MURPHYS AUCTION,1FDXE45SX1HB21845,BUS - POLICE
31485,2010,FORD,CROWN VICTORIA,PATROL CAR,SPD,"1,700.00",07/07/2016,BIDADOO ONLINE AUCTION,2FABP7BV8AX121776,SEDAN - PATROL
31486,2010,FORD,CROWN VICTORIA,PATROL CAR,SPD,"1,605.00",04/28/2016,BIDADOO ONLINE AUCTION,2FABP7BV7AX121753,SEDAN - PATROL
E1501,2005,ADDCO,AD-62W,TRAILER MOUNTED MESSAGE BOARD,SDOT,750.00,09/03/2019,MURPHYS AUCTION,521150,TRAILER - MESSAGE BOARD
E1502,2005,ADDCO,AD-62W,TRAILER MOUNTED MESSAGE BOARD,SDOT,625.00,09/03/2019,MURPHYS AUCTION,521080705,TRAILER - MESSAGE BOARD
68171,2006,KUBOTA,L39-TL,TRACTOR - LOADER - 4X4,DPR,"24,603.55",02/01/2017,BIDADOO ONLINE AUCTION,52046,TRACTOR - LOADER
31474,2010,FORD,CROWN VICTORIA,PATROL CAR,SPD,"3,050.00",04/05/2018,BIDADOO ONLINE AUCTION,2FABP7BV4AX121757,SEDAN - PATROL
84176,2008,FORD,F350,PICKUP - SERVICE BODY - 4X4,FAS,"5,800.00",10/30/2018,MURPHYS AUCTION,1FDWF37R48ED93638,TRUCK - LIGHT
83384,2008,FORD,E350,CARGO VAN,DPR,"9,100.00",07/02/2019,MURPHYS AUCTION,1FTSE34P38DB42589,VAN
84581,2008,FORD,RANGER,COMPACT PICKUP,SPU,"3,651.00",03/06/2019,BIDADOO ONLINE AUCTION,1FTZR14U38PA92496,TRUCK - LIGHT
25598,2002,PETERBILT,330,TRUCK TENCO DUMP PLOW SPREADER,SDOT,"20,500.00",05/08/2017,MURPHYS AUCTION,2NPNHD8X13M802225,TRUCK - DUMP TRUCK
84609,2008,FORD,RANGER,COMPACT PICKUP,SPU,"4,025.00",09/03/2019,MURPHYS AUCTION,1FTZR14U18PA92495,TRUCK - LIGHT
70474,2007,CHEVROLET,IMPALA,MIDSIZE SEDAN,SPD,"2,925.00",03/13/2017,BIDADOO ONLINE AUCTION,2G1WS58R379400048,SEDAN - MED
E1503,2005,ADDCO,AD-62W,TRAILER MOUNTED MESSAGE BOARD,SDOT,305.00,10/07/2019,BIDADOO ONLINE AUCTION,520940205,TRAILER - MESSAGE BOARD
93212,2009,GMC,YUKON,FULLSIZE SUV - 4X4,SPD,"5,550.00",10/25/2017,MURPHYS AUCTION,1GKGK46K89R242976,SUV - LRG
85129,2008,FORD,E350,CARGO VAN,CEN,"14,050.00",03/06/2019,BIDADOO ONLINE AUCTION,1FTSE34PX8DB33825,VAN
83389,2008,FORD,E350,CARGO VAN,DPR,"9,700.00",07/02/2019,MURPHYS AUCTION,1FTNE14L28DB25958,VAN
83026,2008,FORD,E150,CARGO VAN - PAINTER,FAS,"8,101.00",12/23/2019,BIDADOO ONLINE AUCTION,1FTNE14L48DB25959,VAN
88301,2008,GO-4,INTERCEPTOR III,PEO SCOOTER,SPD,"3,677.00",09/08/2017,BIDADOO ONLINE AUCTION,2W9MPH6178S044599,SCOOTER
88302,2008,GO-4,INTERCEPTOR III,PEO SCOOTER,SPD,"2,775.00",06/06/2017,BIDADOO ONLINE AUCTION,2W9MPH61X8S044600,SCOOTER
88304,2008,GO-4,INTERCEPTOR III,PEO SCOOTER,SPD,"3,200.00",08/04/2017,BIDADOO ONLINE AUCTION,2W9MPH6118S044601,SCOOTER
31488,2010,FORD,CROWN VICTORIA,PATROL CAR,SPD,"2,000.00",10/21/2016,MURPHYS AUCTION,2FABP7BV1AX121778,SEDAN - PATROL
71901,2007,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,SDOT,"4,550.00",03/06/2019,MURPHYS AUCTION,JTDKB20U373236801,SEDAN - SML - HYBRID
99206,2009,FORD,CROWN VICTORIA,PATROL CAR - K9,SPD,"1,125.00",03/23/2016,BIDADOO ONLINE AUCTION,2FAHP71VX9X123505,SEDAN - PATROL
99208,2009,FORD,CROWN VICTORIA,PATROL CAR - K9,SPD,"2,600.00",04/06/2016,BIDADOO ONLINE AUCTION,2FAHP71V39X123507,SEDAN - PATROL
84618,2008,FORD,RANGER,PICKUP COMPACT,SPU,"6,300.00",07/15/2020,BIDADOO ONLINE AUCTION,1FTZR14U78PA92498,TRUCK - LIGHT
83422,2008,CHEVROLET,UPLANDER,CARGO MINIVAN,SPU,"3,050.00",07/27/2016,BIDADOO ONLINE AUCTION,1GBDV13W28D212206,VAN - MINIVAN
88149,2008,JOHN DEERE,5425,TRACTOR,DPR,"33,000.00",06/11/2019,BIDADOO ONLINE AUCTION,LV5425R444722,MOWER
97422,2009,SEGWAY,I2,ELECTRIC PERSONAL MOBILITY DEVICE,DPR,"1,005.00",10/20/2017,MURPHYS AUCTION,092051049648,PERSONAL MOBILITY DEVICE - ELE
83339,2008,FORD,F150,PICKUP,DPR,"6,150.00",10/12/2016,BIDADOO ONLINE AUCTION,1FTVX12508KE39358,TRUCK - LIGHT
83429,2008,FORD,F150,PICKUP,DPR,"5,335.50",05/17/2019,BIDADOO ONLINE AUCTION,1FTRF12W68KE39751,TRUCK - LIGHT
83430,2008,FORD,F150,PICKUP,DPR,"5,550.00",12/27/2018,MURPHYS AUCTION,1FTRX12WX8KE39359,TRUCK - LIGHT
88306,2008,GO-4,INTERCEPTOR III,PEO SCOOTER,SPD,900.00,06/23/2017,MURPHYS AUCTION,2W9MPH6158S044603,SCOOTER
88309,2008,GO-4,INTERCEPTOR III,PEO SCOOTER,SPD,"2,650.00",08/21/2017,BIDADOO ONLINE AUCTION,2W9MPH6108S044606,SCOOTER
99209,2009,FORD,CROWN VICTORIA,PATROL CAR - K9,SPD,"3,050.00",06/22/2016,BIDADOO ONLINE AUCTION,2FAHP71V39X123510,SEDAN - PATROL
99211,2009,FORD,CROWN VICTORIA,PATROL CAR - K9,SPD,"2,371.00",04/06/2016,BIDADOO ONLINE AUCTION,2FAHP71V59X123508,SEDAN - PATROL
63770,2006,FORD,F250,PICKUP - CREW CAB,SPU,"13,150.99",09/01/2017,MURPHYS AUCTION,1FTSW20586ED68095,TRUCK - LIGHT
31476,2010,FORD,CROWN VICTORIA,PATROL CAR,SPD,"1,700.00",02/03/2016,BIDADOO ONLINE AUCTION,2FABP7BV7AX121767,SEDAN - PATROL
31478,2010,FORD,CROWN VICTORIA,PATROL CAR,SPD,"2,751.02",05/04/2016,BIDADOO ONLINE AUCTION,2FABP7BV0AX121769,SEDAN - PATROL
73731,2007,FORD,E150,CARGO VAN,SDOT,"7,700.00",09/03/2019,MURPHYS AUCTION,1FTNE14W67DB11912,VAN
73361,2007,FORD,E350,CARGO VAN,DPR,"10,001.00",10/25/2017,MURPHYS AUCTION,1FTNE24L17DB20836,VAN
31480,2010,FORD,CROWN VICTORIA,PATROL CAR,SPD,"2,160.00",07/07/2016,BIDADOO ONLINE AUCTION,2FABP7BV9AX121771,SEDAN - PATROL
88310,2008,GO-4,INTERCEPTOR III,PEO SCOOTER,SPD,"4,600.00",09/01/2017,MURPHYS AUCTION,2W9MPH6128S044607,SCOOTER
30103,2010,FORD,CROWN VICTORIA,PATROL CAR,SPD,"2,213.88",06/11/2019,BIDADOO ONLINE AUCTION,2FABP7BV9AX121754,SEDAN - PATROL
83806,2008,FORD,F150,PICKUP,DPR,"7,750.00",01/25/2019,BIDADOO ONLINE AUCTION,1FTRX12W38FC19344,TRUCK - LIGHT
83941,2008,FORD,F150,PICKUP,SDOT,"14,100.00",05/08/2017,MURPHYS AUCTION,1FTVX12528KE39362,TRUCK - LIGHT
83458,2008,FORD,F150,PICKUP - CREW CAB,DPR,"5,500.00",12/27/2018,MURPHYS AUCTION,1FTRW12W18FC19345,TRUCK - LIGHT
83304,2008,FORD,F150,PICKUP,DPR,"4,450.00",03/06/2019,BIDADOO ONLINE AUCTION,1FTRX12W18KE39363,TRUCK - LIGHT
83376,2008,FORD,F150,PICKUP,DPR,"5,201.00",03/06/2019,BIDADOO ONLINE AUCTION,1FTRX12W38KE39364,TRUCK - LIGHT
30937,2010,GO-4,INTERCEPTOR III,PEO SCOOTER,SPD,817.00,10/10/2017,BIDADOO ONLINE AUCTION,2W9MPH6179S044166,SCOOTER
83399,2008,FORD,F150,PICKUP,DPR,"4,550.00",03/06/2019,MURPHYS AUCTION,1FTRF12W88KE39752,TRUCK - LIGHT
31347,2009,FORD,E450,MEDIC AID VAN - NEW BODY,SFD,"3,951.00",10/07/2019,BIDADOO ONLINE AUCTION,1FDXE45P29DA92033,MEDIC UNIT
88153,2008,JOHN DEERE,5425,TRACTOR,DPR,"30,663.32",05/02/2019,BIDADOO ONLINE AUCTION,LV5425R444859,MOWER
88003,2008,JOHN DEERE,6430,TRACTOR,DPR,"29,199.00",12/13/2018,BIDADOO ONLINE AUCTION,L06430G580405,TRACTOR
30936,2010,GO-4,INTERCEPTOR III,PEO SCOOTER,SPD,"5,100.00",06/25/2018,MURPHYS AUCTION,2W9MPH6159S044165,SCOOTER
83848,2008,FORD,F150,PICKUP,DPR,"5,451.00",03/06/2019,BIDADOO ONLINE AUCTION,1FTRX12W78KE39366,TRUCK - LIGHT
87611,2008,HARLEY-DAVIDSON,FLHPI ROAD KING,POLICE MOTORCYCLE,SPD,"4,550.00",06/29/2016,BIDADOO ONLINE AUCTION,1HD1FHM138Y700692,MOTORCYCLE - PATROL
87612,2008,HARLEY-DAVIDSON,FLHPI ROAD KING,POLICE MOTORCYCLE,SPD,"6,650.00",05/24/2016,BIDADOO ONLINE AUCTION,1HD1FHM128Y699888,MOTORCYCLE - PATROL
97310,2009,SEGWAY,I2,PEO ELECTRIC PERSONAL MOBILITY DEVICE,SPD,"1,550.05",04/28/2016,BIDADOO ONLINE AUCTION,092051049610,PERSONAL MOBILITY DEVICE - ELE
30105,2010,FORD,CROWN VICTORIA,PATROL CAR,SPD,"2,550.00",06/11/2019,BIDADOO ONLINE AUCTION,2FABP7BV2AX121756,SEDAN - PATROL
84517,2008,FORD,ESCAPE HYBRID,COMPACT SUV - HYBRID,SPU,"6,600.00",02/15/2018,BIDADOO ONLINE AUCTION,1FMCU49H88KA59293,SUV - MED - HYBRID
84566,2008,FORD,ESCAPE HYBRID,COMPACT SUV - HYBRID,SPU,"4,350.00",11/20/2017,BIDADOO ONLINE AUCTION,1FMCU49HX8KA59294,SUV - MED - HYBRID
89191,2008,FORD,CROWN VICTORIA,FULLSIZE SEDAN,SPD,"1,313.00",08/18/2016,MURPHYS AUCTION,2FAHP71VX8X173111,SEDAN - PATROL
87616,2008,HARLEY-DAVIDSON,FLHPI ROAD KING,POLICE MOTORCYCLE,SPD,"5,322.22",06/14/2016,BIDADOO ONLINE AUCTION,1HD1FHM168Y700377,MOTORCYCLE - PATROL
86562,2008,JOHN DEERE,410J TMC,BACKHOE LOADER - 18475 LB - BREAKER,SPU,"27,000.00",06/21/2019,MURPHYS AUCTION,T0410TJ155976,LOADER - BACKHOE
86454,2008,JOHN DEERE,410J TMC,BACKHOE LOADER - 18475 LB - BREAKER,SPU,"36,000.00",06/21/2019,MURPHYS AUCTION,T0410TJ154820,LOADER - BACKHOE
83431,2008,FORD,F150,PICKUP - DUMPING FLATBED,DPR,"8,505.00",12/27/2018,MURPHYS AUCTION,1FTRX12W98KE33651,TRUCK - LIGHT
83860,2008,FORD,F150,PICKUP,DPR,"5,501.00",03/06/2019,BIDADOO ONLINE AUCTION,1FTRX12W58KE39365,TRUCK - LIGHT
83504,2008,FORD,RANGER,COMPACT PICKUP,SDOT,"5,800.00",01/25/2019,BIDADOO ONLINE AUCTION,1FTZR14U28PA92487,TRUCK - LIGHT
84586,2008,FORD,ESCAPE HYBRID,COMPACT SUV - HYBRID,SPU,"4,250.00",12/12/2017,BIDADOO ONLINE AUCTION,1FMCU49H18KA59295,SUV - MED - HYBRID
87617,2008,HARLEY-DAVIDSON,FLHPI ROAD KING,POLICE MOTORCYCLE,SPD,"5,889.10",06/14/2016,BIDADOO ONLINE AUCTION,1HD1FHM108Y701041,MOTORCYCLE - PATROL
89193,2008,FORD,CROWN VICTORIA,FULLSIZE SEDAN,SPD,"1,778.00",03/13/2017,MURPHYS AUCTION,2FAHP71V88X173107,SEDAN - PATROL
30875,2010,FORD,F450,PICKUP - CLASS 4,DPR,"9,951.00",03/06/2019,BIDADOO ONLINE AUCTION,1FTXW4CR8AEA90310,TRUCK - HEAVY
43618,2004,GMC,WT5500,TRUCK - PAINT STRIPER - CLASS 5,SDOT,"17,001.00",02/01/2017,BIDADOO ONLINE AUCTION,J8DF5C13947700049,TRUCK - PAINT STRIPER
83386,2008,FORD,F250,PICKUP,DPR,"11,600.00",10/25/2017,MURPHYS AUCTION,1FTSX20RX8EE27280,TRUCK - LIGHT
83428,2008,FORD,RANGER,COMPACT PICKUP,DPR,"7,687.00",08/16/2018,BIDADOO ONLINE AUCTION,1FTZR14U68PA92492,TRUCK - LIGHT
83875,2008,FORD,RANGER,COMPACT PICKUP,DPR,"8,250.00",12/13/2018,BIDADOO ONLINE AUCTION,1FTZR14U28PA92490,TRUCK - LIGHT
84552,2008,FORD,RANGER,COMPACT PICKUP,SPU,"5,300.00",03/06/2019,BIDADOO ONLINE AUCTION,1FTZR14UX8PA92494,TRUCK - LIGHT
87618,2008,HARLEY-DAVIDSON,FLHPI ROAD KING,POLICE MOTORCYCLE,SPD,"5,450.00",06/29/2016,BIDADOO ONLINE AUCTION,1HD1FHM128Y700845,MOTORCYCLE - PATROL
83837,2008,FORD,F250,PICKUP,DPR,"5,925.00",12/27/2018,MURPHYS AUCTION,1FTSX20R98EE27285,TRUCK - LIGHT
43619,2004,GMC,WT5500,TRUCK - PAINT STRIPER - CLASS 5,SDOT,"12,600.00",03/03/2017,BIDADOO ONLINE AUCTION,J8DF5C13447700069,TRUCK - PAINT STRIPER
83390,2008,FORD,F250,PICKUP,DPR,"14,300.00",03/14/2019,BIDADOO ONLINE AUCTION,1FTSX20R18EE27281,TRUCK - LIGHT
83800,2008,FORD,F250,PICKUP,DPR,"8,250.00",03/06/2019,MURPHYS AUCTION,1FTSX20R38EE27282,TRUCK - LIGHT
83377,2008,FORD,F250,PICKUP - DUMPING FLATBED,DPR,"14,100.00",03/13/2020,MURPHYS AUCTION,1FDSX20R08EE27283,TRUCK - LIGHT
83505,2008,FORD,RANGER,COMPACT PICKUP,SDOT,"5,800.00",03/13/2020,MURPHYS AUCTION,1FTYR14UX8PA92488,TRUCK - LIGHT
83508,2008,FORD,RANGER,COMPACT PICKUP,SDOT,"6,600.00",11/20/2019,BIDADOO ONLINE AUCTION,1FTYR14U18PA92489,TRUCK - LIGHT
89198,2008,FORD,CROWN VICTORIA,PATROL CAR - TRAFFIC,SPD,"3,149.00",02/25/2016,BIDADOO ONLINE AUCTION,2FAHP71V78X153169,SEDAN - PATROL
80088,1997,FORD,UNKNOWN,BUS,SPD,975.00,05/08/2017,MURPHYS AUCTION,1FDLE40S5VHA06985,BUS - POLICE
84533,2008,FORD,F350,PICKUP - CREW CAB - 4X4,SPU,"16,990.00",07/15/2020,BIDADOO ONLINE AUCTION,1FTWW31Y38ED13332,TRUCK - LIGHT
83387,2008,FORD,F250,PICKUP - CREW CAB,DPR,"11,750.00",06/23/2017,MURPHYS AUCTION,1FTSW20R78EE27286,TRUCK - LIGHT
83934,2008,FORD,F350,PICKUP,DPR,"7,900.00",12/27/2018,MURPHYS AUCTION,1FTWX30R38EE27287,TRUCK - LIGHT
31484,2010,FORD,CROWN VICTORIA,PATROL CAR,SPD,"1,850.00",03/13/2017,MURPHYS AUCTION,2FABP7BV6AX121775,SEDAN - PATROL
93591,2009,FORD,F350,PICKUP DUMPING FLATBED PLOW SPREADER 4X4,SDOT,"20,103.00",05/02/2018,BIDADOO ONLINE AUCTION,1FDSW35R49EB05152,TRUCK - LIGHT
73733,2007,FORD,E250,CARGO VAN - P-PATCH VAN,DON,"8,900.00",03/07/2018,MURPHYS AUCTION,1FTNE24L57DB20838,VAN
84615,2008,FORD,ESCAPE HYBRID,SUV COMPACT - HYBRID,SPU,"4,860.00",12/12/2017,BIDADOO ONLINE AUCTION,1FMCU49H38KA59296,SUV - MED - HYBRID
83751,2008,FORD,ECONOLINE,VAN - FULL SIZE - 15 PASSENGER,SFD,0.00,07/31/2019,OTHER SURPLUS METHOD,1FBNE31PX8DB40053,VAN
76504,2007,PETERBILT,378,TRUCK - DUMP - CLASS 8,SPU,"90,000.00",08/09/2018,MURPHYS AUCTION,1NPFLUEX37D660320,TRUCK - DUMP TRUCK
6450,2001,FORD,G/EX BUS,BUS - 16 PASSENGER,SPD,382.10,07/14/2020,MURPHYS AUCTION,1FDXE45S61HB21843,BUS - POLICE
30876,2010,FORD,F350,PICKUP - FLATBED - CLASS 4,DPR,"5,800.00",03/13/2020,MURPHYS AUCTION,1FTWW3AR0AEA90312,TRUCK - LIGHT
90483,2009,TOYOTA,CAMRY,MIDSIZE SEDAN - HYBRID,SPD,"7,800.00",07/18/2019,BIDADOO ONLINE AUCTION,4T1BB46K29U070376,SEDAN - MED - HYBRID
93557,2009,FORD,ESCAPE HYBRID,SUV COMPACT HYBRID 4X4,FAS,"6,100.00",10/30/2018,MURPHYS AUCTION,1FMCU59309KA71336,SUV - SML - HYBRID
71908,2007,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,SDOT,"8,033.00",09/03/2019,MURPHYS AUCTION,JTDKB20U777617902,SEDAN - SML - HYBRID
94751,2009,FORD,ESCAPE HYBRID,COMPACT SUV - HYBRID - 4X4,SDCI,"3,450.00",03/13/2020,MURPHYS AUCTION,1FMCU59329KA71323,SUV - SML - HYBRID
6539,1986,LYNNWOOD,TRAILER,TRAILER - PUP DUMP,DPR,"3,300.00",12/12/2017,BIDADOO ONLINE AUCTION,LTE12-86-6755-B,TRAILER
71903,2007,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,SDOT,"5,800.00",10/30/2018,MURPHYS AUCTION,JTDKB20UX73235676,SEDAN - SML - HYBRID
45566,2004,PETERBILT,330,TRUCK - DUMP - SANDER - PLOW - CLASS 6,SDOT,"37,500.00",09/01/2017,MURPHYS AUCTION,2NPNHD6XX4M833333,TRUCK - DUMP TRUCK
90484,2009,TOYOTA,CAMRY,MIDSIZE SEDAN - HYBRID,SPD,"6,875.00",08/04/2017,BIDADOO ONLINE AUCTION,4T1BB46K89U072178,SEDAN - MED - HYBRID
90485,2009,TOYOTA,CAMRY,MIDSIZE SEDAN - HYBRID,SPD,"6,200.00",07/18/2019,BIDADOO ONLINE AUCTION,4T1BB46K29U070541,SEDAN - MED - HYBRID
81275,2008,DODGE,MAGNUM,FULLSIZE STATION WAGON,SPL,"12,700.00",05/03/2019,MURPHYS AUCTION,2D8GV47268H226325,SEDAN - LRG
95970,2009,PETERBILT,335,TRUCK - REFUSE PACKER - CLASS 7,DPR,"36,000.00",07/18/2018,BIDADOO ONLINE AUCTION,2NPRHN8X69M774891,TRUCK - REFUSE PACKER
89157,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,"2,150.00",03/29/2018,BIDADOO ONLINE AUCTION,2FAHP71V78X148831,SEDAN - PATROL
94747,2009,FORD,ESCAPE HYBRID,COMPACT SUV - HYBRID - 4X4,SDCI,"6,300.00",04/16/2020,BIDADOO ONLINE AUCTION,1FMCU59309KA71319,SUV - SML - HYBRID
84685,2008,FORD,F450,PICKUP - DUMPING FLATBED - CLASS 4,SPU,"28,000.00",08/09/2018,MURPHYS AUCTION,1FDXX46R98EE29526,TRUCK - DUMPING FLATBED
